	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
ASV_9492	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_X	Agaricomycetes_X_sp
ASV_10181	Bacteria	Bacteria_X	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_X	AKYH767_X_sp.
ASV_11523	Bacteria	Bacteria_X	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_X	AKYH767_X_sp.
ASV_11856	Bacteria	Bacteria_X	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_X	AKYH767_X_sp.
ASV_13681	Bacteria	Bacteria_X	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_X	AKYH767_X_sp.
ASV_8424	Eukaryota	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Alaimus	Alaimus_sp.
ASV_10301	Eukaryota	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Alaimus	Alaimus_sp.
ASV_11187	Bacteria	Bacteria_X	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Alcaligenes	Alcaligenes_sp.
ASV_8709	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_insuetum
ASV_9588	Bacteria	Bacteria_X	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	Algisphaera_sp.
ASV_10484	Bacteria	Bacteria_X	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	Algisphaera_sp.
ASV_10774	Bacteria	Bacteria_X	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	Algisphaera_sp.
ASV_12691	Bacteria	Bacteria_X	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	Algisphaera_sp.
ASV_12726	Bacteria	Bacteria_X	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	Algisphaera_sp.
ASV_13655	Bacteria	Bacteria_X	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	Algisphaera_sp.
ASV_13988	Bacteria	Bacteria_X	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	Algisphaera_sp.
ASV_13991	Bacteria	Bacteria_X	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	Alkalispirochaeta_sp.
ASV_1603	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allantion	Allantion_sp.
ASV_947	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp
ASV_891	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.
ASV_10010	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.
ASV_10298	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Allium	Allium_sativum
ASV_1784	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_2956	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_3083	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_3890	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_3960	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_4608	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_4747	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_5137	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_5350	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_5425	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_5615	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_5649	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_5934	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_5947	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_6159	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_6995	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_7491	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_7535	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_8320	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_8375	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_8441	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_9372	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_9416	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_9592	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_9606	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_9682	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_10520	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_12940	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_13219	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_13222	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_XX	Alphaproteobacteria_XXX	Alphaproteobacteria_XXX_sp.
ASV_4698	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_bermudensis
ASV_6501	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_bermudensis
ASV_13720	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_bermudensis
ASV_7960	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_mutabilis
ASV_11234	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_mutabilis
ASV_14490	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_mutabilis
ASV_9387	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_sp.
ASV_5419	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_7063	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_7222	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_8743	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_10060	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_11379	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_11721	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_12087	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_12965	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_13361	Bacteria	Bacteria_X	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_X	Aminicenantales_XX	Aminicenantales_XX_sp.
ASV_7309	Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Amorphochlora	Amorphochlora_amoeboformis
ASV_1529	Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Amorphochlora	Amorphochlora_sp.
ASV_3101	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_carterae
ASV_1160	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_sp.
ASV_1993	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_sp.
ASV_2043	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_sp.
ASV_5961	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_sp.
ASV_3294	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_steinii
ASV_6163	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_steinii
ASV_6167	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifila	Amphifila_marina
ASV_8956	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifila	Amphifila_sp.
ASV_10600	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifila	Amphifila_sp.
ASV_11237	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifila	Amphifila_sp.
ASV_12400	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifila	Amphifila_sp.
ASV_6517	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifilaceae_X	Amphifilaceae_X_sp.
ASV_9422	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifilaceae_X	Amphifilaceae_X_sp.
ASV_2198	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	Amphiplicatus_sp.
ASV_5945	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	Amphiplicatus_sp.
ASV_1095	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Amphisiella	Amphisiella_annulata
ASV_4817	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Amphisiella	Amphisiella_annulata
ASV_3895	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_abludens
ASV_328	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_coffeaeformis
ASV_2833	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_coffeaeformis
ASV_5392	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_coffeaeformis
ASV_660	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_coffeaeformis
ASV_251	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_graeffeana
ASV_418	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_graeffeana
ASV_7454	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_hyalina
ASV_1256	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_libyca
ASV_1118	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_montana
ASV_1221	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_montana
ASV_1588	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_montana
ASV_1717	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_montana
ASV_2041	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_montana
ASV_4878	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_montana
ASV_5005	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_montana
ASV_7131	Eukaryota:plas	Stramenopiles:plas	Ochrophyta:plas	Bacillariophyta:plas	Bacillariophyta_X:plas	Raphid-pennate:plas	Amphora:plas	Amphora_ovalis:plas
ASV_781	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_pediculus
ASV_1663	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_pediculus
ASV_2480	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_pediculus
ASV_2917	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_pediculus
ASV_4609	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_pediculus
ASV_5980	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_pediculus
ASV_7851	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_pediculus
ASV_8865	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_pediculus
ASV_1508	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_proteus
ASV_3480	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_semperpalorum
ASV_4820	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_semperpalorum
ASV_3090	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_3915	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_5035	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_6153	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_6757	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_7124	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_7281	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_7283	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_7874	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_8612	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_8984	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_9631	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_10848	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_11556	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_13119	Bacteria	Bacteria_X	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_8679	Bacteria	Bacteria_X	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	Anaeromyxobacter_sp.
ASV_8719	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas	Ancyromonas_howeae
ASV_13176	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas	Ancyromonas_howeae
ASV_6166	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas	Ancyromonas_micra
ASV_13715	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas	Ancyromonas_micra
ASV_13276	Eukaryota	Excavata	Discoba	Discoba_XX	Jakobida	Andaluciidae	Andalucia	Andalucia_godoyi
ASV_5381	Eukaryota	Alveolata	Ciliophora	Heterotrichea	Heterotrichea_X	Spirostomidae	Anigsteinia	Anigsteinia_sp.
ASV_8733	Eukaryota	Excavata	Discoba	Euglenida	Euglenida_X	Anisonemidae	Anisonema	Anisonema_acinus
ASV_6084	Eukaryota	Excavata	Discoba	Euglenida	Euglenida_X	Anisonemidae	Anisonema	Anisonema_sp.
ASV_11482	Eukaryota	Excavata	Discoba	Euglenida	Euglenida_X	Anisonemidae	Anisonema	Anisonema_sp.
ASV_14577	Eukaryota	Excavata	Discoba	Euglenida	Euglenida_X	Anisonemidae	Anisonema	Anisonema_sp.
ASV_9165	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Ankistrodinium	Ankistrodinium_semilunatum
ASV_5984	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Holostichidae	Anteholosticha	Anteholosticha_monilata
ASV_7066	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Holostichidae	Anteholosticha	Anteholosticha_monilata
ASV_6909	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Holostichidae	Anteholosticha	Anteholosticha_scutellum
ASV_2783	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Pseudokeronopsidae	Antiokeronopsis	Antiokeronopsis_flava
ASV_6645	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Apatococcus	Apatococcus_lobatus
ASV_780	Eukaryota	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Alphamonaceae	Aphamonas	Aphamonas_edax
ASV_13826	Eukaryota	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Alphamonaceae	Aphamonas	Aphamonas_edax
ASV_423	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chaetophorales	Chaetophorales_X	Aphanochaete	Aphanochaete_sp.
ASV_986	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	Aphanomyces	Aphanomyces_sp.
ASV_4237	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	Aphanomyces	Aphanomyces_sp.
ASV_4389	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	Aphanomyces	Aphanomyces_sp.
ASV_9298	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	Aphanomyces	Aphanomyces_sp.
ASV_10295	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	Aphanomyces	Aphanomyces_sp.
ASV_11626	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	Aphanomyces	Aphanomyces_sp.
ASV_107	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Aphelenchoides	Aphelenchoides_bicaudatus
ASV_755	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Aphelenchoides	Aphelenchoides_bicaudatus
ASV_801	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Aphelenchoides	Aphelenchoides_bicaudatus
ASV_1494	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_minutum
ASV_3569	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_minutum
ASV_6065	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_minutum
ASV_587	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_sp.
ASV_3601	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_sp.
ASV_6040	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum
ASV_7579	Eukaryota	Alveolata	Ciliophora	Prostomatea_1	Prostomatea_1_X	Colepidae	Apocoleps	Apocoleps_magnus
ASV_6662	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Cyrtolophosidida	Apocyrtolophosis	Apocyrtolophosis_sp.
ASV_4118	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Apogastrostyla	Apogastrostyla_rigescens
ASV_3981	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Apusomonadidae_Group-1_XXX	Apusomonadidae_Group-1_XXX_sp.
